id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,volume,newlangname,newlangnamelink,delete,subclass,review_flag,review_note,sjd,tk
uc1.b3154789,1967,The universal modern dictionary: English into English and Gujarati. Compiled by D. Shantilal Sarabhai Oza.,NA,"A. R. Sheth, 1967.",Gujarati,guja1252,Gujarati,guja1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015043718256,1996,The university English-Myanmar dictionary / by Ba Han.,v.1,"Win Literature, 1995-1996.",The,thee1240,Myanmar,nucl1310,NA,NA,Burmese,https://en.wikipedia.org/wiki/Burmese_language,NA,english-x,NA,ok,1,1
uva.x000867331,1981,"The University of Chicago Spanish dictionary : a new concise Spanish-English and English-Spanish dictionary of words and phrases basic to the written and spoken languages of today, plus a list of 1000 Spanish idioms and sayings with variants and English equivalents / compiled by Carlos Castillo & Otto F. Bond, with the assistance of Barbara M. Garcia.",NA,"Pocket Books, 1981, c1977.",Spanish,stan1288,Spanish,stan1288,uva.x000867331,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.l0082966052,1996,"The University of the Philippines cultural dictionary for Filipinos / [editor], Thelma B. Kintanar and associates ; foreword and overview by Jose V. Abueva.",NA,"University of the Philippines Press : Anvil Pub., 1996.",Filipino,fili1244,Filipino,fili1244,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
osu.32435060773827,1950,The up-to-date English Japanese conversation dictionary : a new and quick method to learn Japanese conversation / by Oreste Vaccari and Mrs. Enko Elisa Vaccari.,NA,"Oreste Vaccari ; sold by Brentano's, 1950.",Japanese,nucl1643,Japanese,nucl1643,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015065391073,1962,The V. V. English Malayalam dictionary.,NA,"S. T. Reddiar, 1962.",Malayalam,mala1464,Malayalam,mala1464,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
mdp.39015037452136,1995,"The Welsh Academy English-Welsh dictionary = Geiriadur yr Academi / [edited by] Bruce Griffiths, Dafydd Glyn Jones.",NA,"University of Wales Press, 1995.",Welsh,wels1247,Welsh,wels1247,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
osu.32435018311910,1977,The Welsh-English dictionary of 1688 : being a facsimile reprint of a rare volume / [compiled by Thomas Jones],NA,"Black Pig Press, c1977.",Welsh,wels1247,Welsh,wels1247,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
inu.30000027214554,1991,The White Fathers' Bemba-English dictionary.,NA,"The Society of the Missionary for Africa (White Fathers), 1991.",Bemba (Democratic Republic of Congo):Bemba (M.40):Bemba (Zambia),bemb1258:bemb1256:bemb1257,Bemba,bemb1257,NA,NA,Bemba (Zambia),https://glottolog.org/resource/reference/id/76891,NA,x-english (and english-x),NA,NA,1,NA
uc1.31210011642103,1960,The White Latin dictionary : Latin-English and English-Latin / by John T. White.,NA,"Follett Pub. Co., 1960, c1928",Latin,lati1261,Latin,lati1261,uc1.31210011642103,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x002016721,1973,"The Williams Spanish & English dictionary; Spanish-English, English-Spanish [by] Edwin B. Williams.",NA,"Scribner [1973, c1963]",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.49015002913698,1986,The Yiddish dictionary sourcebook : a transliterated guide to the Yiddish language / by Herman Galvin & Stan Tamarkin.,NA,"Ktav, 1986.",Tama (Colombia):Tama (Chad):Tama:Tama (Japonic),tama1340:tama1331:tama1332:tama1337,Yiddish,east2295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
nyp.33433081964763,1899,Thieme-Preusser : a new and complete critical dictionary of the English and German languages.,NA,"B. Westermann, 1886-",German,stan1295,German,stan1295,nyp.33433081964763,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc2.ark:/13960/t3vt1nr17,1909,Thieme-Preusser: Dictionary of the English and German languages.,NA,"F. Jacobi, 1909.",German,stan1295,German,stan1295,uc2.ark:/13960/t3vt1nr17,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
inu.30000043754773,1993,Thornbird english-xhosa dictionary.,NA,"Thornbird Publishers International, c1993.",Tho,thoo1240,Xhosa,xhos1239,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015053202704,1999,Tibetan-English dictionary = Bod Dbyin tshig mdzod / main editor: Dpal ldan bkra shis.,NA,"Gansu Nationalities Press, 1999.",Tibetan,tibe1272,Tibetan,tibe1272,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015032122726,1984,Tibetan-English dictionary / by Alexander Csoma de Kőrös.,NA,"Akadémiai Kiadó, 1984.",Tibetan,tibe1272,Tibetan,tibe1272,mdp.39015032122726,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015046385707,1978,"Tibetan English dictionary of modern Tibetan / editor, Melvyn C. Goldstein, [assistant editor, Tsering Dorje Kashi].",NA,"Ratna Pustak Bhandar, 1978.",Tibetan,tibe1272,Tibetan,tibe1272,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015008526678,1969,"Tibetan-English dictionary, with supplement [by] Stuart H. Buck.",NA,"Catholic University of America Press, 1969.",Tibetan,tibe1272,Tibetan,tibe1272,mdp.39015008526678,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nnc2.ark:/13960/t2c895s09,1979,[Tibetan-Tibetan dictionary].,v. 1 1950,NA,Tibetan,tibe1272,Tibetan,tibe1272,NA,nnc2.ark:/13960/t2c895s09,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
nnc2.ark:/13960/t1qg57f3g,1979,[Tibetan-Tibetan dictionary].,v. 2,NA,Tibetan,tibe1272,Tibetan,tibe1272,NA,nnc2.ark:/13960/t2c895s09,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
nnc2.ark:/13960/t3rv6z77f,1979,[Tibetan-Tibetan dictionary].,v. 3,NA,Tibetan,tibe1272,Tibetan,tibe1272,NA,nnc2.ark:/13960/t2c895s09,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
nnc2.ark:/13960/t5cc7n19p,1979,[Tibetan-Tibetan dictionary].,v. 4,NA,Tibetan,tibe1272,Tibetan,tibe1272,NA,nnc2.ark:/13960/t2c895s09,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015074076384,2000,Tigrinya-English dictionary / Thomas Leiper Kane.,v.1,"Dunwoody Press, 2000.",Tigrinya,tigr1271,Tigrinya,tigr1271,NA,mdp.39015074076384,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015074076376,2000,Tigrinya-English dictionary / Thomas Leiper Kane.,v.2,"Dunwoody Press, 2000.",Tigrinya,tigr1271,Tigrinya,tigr1271,NA,mdp.39015074076384,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x001244679,1985,"Tikopia-English dictionary = Taranga fakatikopia ma taranga fakainglisi / Raymond Firth ; with special assistance from Ishmael Tuki, Pa Rangiaco.",NA,"Auckland University Press ; Oxford University Press, 1985.",Tikopia,tiko1237,Tikopia,tiko1237,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.b4232312,1979,"Tikshenari ne bo Kalenjin ak English koboto tikshenari ne bo English ak Kalenjin = Kalenjin-English, English-Kalenjin dictionary / C.C. Ng'elechei.",NA,"Transafrica, 1979.",Kalenjin,kale1246,Kalenjin,kips1239,NA,NA,Kipsigis,https://glottolog.org/resource/reference/id/43746,NA,x-english (and english-x),NA,NA,1,NA
uc1.31210024487306,2003,"Từ điển Anh-Anh-Việt = English-English-Vietnamese dictionary : khoảng 300.000 từ và 3.000 hình minh họa / ban biên soạn chuyên từ điển, New Era ; nhóm hiệu đính, Nguyễn Văn Trương, Đinh Kim Quốc Bảo.",NA,"Nhà xuất bản Văn hóa thông tin, 2003.",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
uc1.c048970102,1993,Từ điển Anh-Việt = English-Vietnamese dictionary.,NA,"Nhà Xuất B̉an, [1993].",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
uc1.31822035161413,2002,"Từ điển Anh-Việt = English-Vietnamese dictionary / biên soạn chính, Hồ Hải Thụy, Chu Khắc Thuật, Cao Xuân Phổ",NA,"Nhà xuất bản TP. Hồ Chí Minh, [2002]",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
uc1.31822023425523,1995,"Từ điẻ̂n Anh Việt = English Vietnamese dictionary / [nhóm biên dịch, Nguyẽ̂n Ngọc Ánh ... [et al.] ; trình bày, Bích Nga, Xuan Hùng]",NA,"Thé̂ Giới, [1995]",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.b4220930,1990,Từ điẻ̂n Anh-Việt tiện dụng = A Practical English-Vietnamese dictionary / Hữu Ngọc ... [et al.].,NA,"Nhà xuá̂t bản Ngoại văn Việt Nam, 1990.",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015014744000,1975,Tự điển đàm thoại Việt-Anh = Vietnamese-English conversational dictionary / Lê Bá Kông.,NA,"Zieleks, 1975.",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31210023472069,2003,"Từ điển Việt-Anh = Vietnamese-English dictionary / biên soạn, Đặng Chấn Liêu, Lê Khả Kế, Phạm Duy Trọng.",NA,"Nhà xuất bản TP. Hồ Chí Minh, 2003.",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015032261417,1991,Từ điển Việt-Anh = Vietnamese-English dictionary / Lê Khả Kế và Một nhóm giáo viên.,NA,"Nhà xuất bản thành phố Hồ Chí Minh, 1991.",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015019319717,1990,"Từ điển Việt-Anh = Vietnamese-English dictionary / Đặng Chấn Liêu, Lê Khả Kế.",NA,"Khoa Học Xã Hội, 1990.",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015051759317,2001,"Từ điển viết tá̌t thuật ngữ tin học Anh-Việt bỏ túi = English-Vietnamese pocket dictionary informatic acronym / Công Vương, Hồng Phúc, biên soạn.",NA,"Trẻ, 2001.",Vietnamese,viet1252,Vietnamese,viet1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.b4026994,1918,Tāngkhul Nāga grammar and dictionary (Ukhrul dialect) with illustrative sentences.,NA,"Assam secretariat print. off., 1918.",Ukhrul,ukhr1238,Tāngkhul Nāga,tang1336,NA,NA,East-Central Tangkhul Naga,https://glottolog.org/resource/reference/id/22270,NA,x-english (and english-x),NA,probably ok,NA,1
uc1.31210011764808,1997,"Tohi vagahau Niue = Niue language dictionary : Niuean-English, with English-Niuean finderlist / edited by Wolfgang B. Sperlich.",NA,"Govt. of Niue in association with Dept. of Linguistics, University of Hawaiʹi, 1997.",Niuean,niue1239,Niuean,niue1239,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015032036827,1986,Tokelau dictionary / [compiled by Ropati Simona].,NA,"Office of Tokelau Affairs, 1986.",Tokelau,toke1240,Tokelau,toke1240,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x001255845,1986,Tolo dictionary / by Susan Smith Crowley.,NA,"Dept. of Linguistics, Research School of Pacific Studies, Australian National University, 1986.",Tolo:Tolo (Solomon Islands),tolo1253:tolo1254,Tolo,tali1259,NA,NA,Talise,https://glottolog.org/resource/reference/id/63651,NA,x-english (and english-x),NA,NA,NA,1
uc1.c095891856,1959,Tongan dictionary : Tongan-English and English-Tongan / by C. Maxwell Churchward.,NA,"Government of Tonga, c1959.",Tonga (Tonga Islands):Tonga (Nyasa):Tonga (Zambia):Tonga (Chopi),tong1325:tong1321:tong1318:tong1315,Tongan,tong1325,uc1.c095891856,NA,Tonga (Tonga Islands),https://glottolog.org/resource/reference/id/117207,NA,x-english (and english-x),NA,NA,NA,1
uiug.30112031112292,1966,"Tong yong han ying ci dian = General Chinese-English dictionary.,通用漢英辭典 = General Chinese-English dictionary.",NA,"Zhonghua shu ju, 1966., 中華書局, 1966.",Tong (Kombio):Tong (Laos):Tong,tong1332:tong1309:tong1326,Chinese,mand1415,uiug.30112031112292,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uc1.$b347080,1980,"Tong yong Han yu ci dian = General Chinese dictionary / Shanghai ti shu chu ban she Han yu xiao ci dian bian xie zu bian .,通用漢語詞典 = General Chinese dictionary / 上海辭書出版社漢語小詞典編寫組編.",NA,"Sheng huo, du shu, xin zhi san lian shu dian, 1980., 1980.",Shang,shan1278,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015060179440,2006,"Tong yong Tai yu zi dian = Tonglong Taiwanese dictionary / Wu Kunsong bian zhu.,通用台语字典 = Tongiong Taiwanese dictionary / 吳崑松編著.",v.1,"Nan tian shu ju, 2003-2006., 南天書局, 2003-2006.",Tong (Kombio):Tong (Laos):Tong,tong1332:tong1309:tong1326,Taiwanese,minn1241,NA,mdp.39015060179440,Min Nan Chinese,https://en.wikipedia.org/wiki/Taiwanese_Hokkien,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015060179432,2006,"Tong yong Tai yu zi dian = Tonglong Taiwanese dictionary / Wu Kunsong bian zhu.,通用台语字典 = Tongiong Taiwanese dictionary / 吳崑松編著.",v.2,"Nan tian shu ju, 2003-2006., 南天書局, 2003-2006.",Tong (Kombio):Tong (Laos):Tong,tong1332:tong1309:tong1326,Taiwanese,minn1241,NA,mdp.39015060179440,Min Nan Chinese,https://en.wikipedia.org/wiki/Taiwanese_Hokkien,NA,x-english (and english-x),NA,NA,NA,1
mdp.49015002913110,1979,"Transliterated dictionary of the Russian language : an abridged dictionary consisting of Russian-to-English and English-to-Russian sections / Eugene Garfield, editor.",NA,"ISI Press, 1979.",Russian,russ1263,Russian,russ1263,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106010582580,1991,"Transliterated English-Yiddish, Yiddish-English dictionary / David Mendel Harduf.",NA,"D.M. Harduf, 1991.",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Yiddish,east2295,uc1.32106010582580,NA,NA,NA,NA,x-english (and english-x),NA,default of yiddish in wals is eastern yiddish,1,1
inu.32000002618926,1944,Türkçe ingilizce yeni lûgat. New Turkish-English dictionary.,NA,Ungar [1944?],Turkish,nucl1301,Turkish,nucl1301,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.b3172848,1975,Türkçe-İngilizce sözlük = Turkish English dictionary / by Ali Rıza Ünal.,NA,"İnkılâp ve Aka Kitabevleri, 1975.",Turkish,nucl1301,Turkish,nucl1301,uc1.b3172848,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x004246500,1947,"Trukese-English and English-Trukese dictionary, with notes on pronunciation, grammar, vocabularies, phrases.",NA,"U. S. Naval Military Govt., 1947.",Truká,truk1242,Trukese,chuu1238,NA,NA,Chuukese,https://wals.info/languoid/lect/wals_code_cuu,NA,x-english (and english-x),NA,NA,1,NA
uva.x002166415,1990,"Trukese-English dictionary = Pwpwuken tettenin fóós, Chuuk- Ingenes. Supplementary volume, English-Trukese and index of Trukese word roots / compiled by Ward H. Goodenough and Hiroshi Sugita, in collaboration with Boutau K. Efot ... [et al.] ; with contributions by Domingo Asor ... [et al.].",NA,"American Philosophical Society, 1990.",Truká,truk1242,Trukese,chuu1238,uva.x002166415,NA,Chuukese,https://glottolog.org/resource/reference/id/34321,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106013557449,1964,Tsui xin  Han  Ying ci  dian =  A Chinese-English Dictionary / Jiao  min  shu  ju  bian  ji  shi  bian  yin,NA,"Jiao  min  shu  ju, 1964?",Han,hann1241,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106013596702,1962,Tsui xin  Han  Ying da  ci  dian =  A new complete Chinese-English dictionary,NA,"Zhong  jian  chu  ban  gong  si, 1962",Han,hann1241,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x006036363,1996,TUKI English-Swahili dictionary = Kamusi ya Kiingereza-Kiswahili.,NA,"Institute of Kiswahili Research, University of Dar es Salaam, 1996.",Swahili (G.40):Swahili,swah1254:swah1253,Swahili,swah1253,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
inu.30000077031486,2001,Tuki kamusi ya Kiswahili-Kiingereza = Swahili-English dictionary / Toleo la Kwanza.,NA,"Taasisi ya Uchunguzi wa Kiswahili, Chuo Kikuu cha Dar es Salaam, 2001.",Swahili (G.40):Swahili,swah1254:swah1253,Swahili,swah1253,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x030224894,1967,"Tulu-English dictionary, by M. Mariappa Bhat and A. Shanker Kedilaya.",NA,"University of Madras, 1967.",Maria (Papua New Guinea):Maria:Maria (India),mari1438:mari1439:mari1414,Tulu,tulu1258,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc2.ark:/13960/t6c252313,1886,"Tulu-English dictionary, by Rev. A. Männer.",NA,"Printed at the Basel mission press, 1886.",Tulu:Tulu (Papua New Guinea),tulu1258:tulu1260,Tulu,tulu1258,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31210007009549,1953,Tunica dictionary.,NA,"University of California Press, 1953.",Tunica,tuni1252,Tunica,tuni1252,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x002014753,1990,Turkana-English dictionary / compiled by Anthony J. Barrett.,NA,"Macmillan Education, 1990.",Turkana,turk1308,Turkana,turk1308,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015074303986,1999,"Turkmen-English dictionary / editors, Allen J. Frank, Jeren Touch-Werner (Tachmouradova).",NA,"Dunwoody Press, c1999.",Turkmen,turk1304,Turkmen,turk1304,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000066576112,2009,Tuttle Chinese-English dictionary / Li Dong.,NA,"Tuttle, c2009.",Dong,dong1293,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31822035378470,2006,"Tuttle concise Indonesian dictionary : Indonesian-English, English-Indonesian / A.L.N. Kramer, Willie Koen; completely revised and updated by Katherine Davidsen",NA,"Tuttle Publishing; Publishers Group UK [distributor], 2006",Katë,kati1270,Indonesian,indo1316,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31822034522011,2007,"Tuttle Vietnamese-English dictionary / Nguyễn Đình-Hoà, Phan Văn Giuõng",NA,"Tuttle, 2007",Vietnamese,viet1252,Vietnamese,viet1252,uc1.31822034522011,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
